time,X_value,Y_value,Z_value
22.4321,-6.48223,-7.29086,-0.99694
22.4915,-6.65924,-7.17212,-0.62082
22.5512,-6.25695,-7.52456,0.63355
22.6117,-5.12176,-8.14362,1.90243
22.672,-4.65378,-8.04531,3.12818
22.732,-4.25267,-7.83489,4.0865
22.792,-4.5771,-7.68382,4.02234
22.8517,-4.93786,-7.87005,3.13847
22.9106,-5.4201,-7.38596,3.49864
22.9752,-5.21075,-7.87195,2.65534
23.0321,-4.85515,-8.15142,2.48033
23.092,-5.42356,-8.14531,0.63965
23.1516,-6.17542,-7.58802,-0.67537
23.2114,-6.37392,-7.31063,-1.44837
23.2734,-6.85133,-6.9585,-0.89934
23.33,-6.89454,-6.97236,-0.14715
23.39,-6.01607,-7.71098,0.71957
23.4501,-5.29398,-8.02316,1.9424
23.5119,-4.70097,-8.17675,2.68545
23.5733,-4.7697,-7.92104,3.2676
23.632,-5.17787,-7.61059,3.38214
23.6904,-6.27476,-6.87679,3.0834
23.7521,-6.14747,-6.96323,3.14517
23.8096,-6.35941,-6.45495,3.74991
23.8699,-5.698,-7.0843,3.67634
23.93,-5.86912,-7.82332,0.72045
23.997,-6.12398,-7.65015,0.37708
24.0506,-6.20226,-7.5315,-0.9891
24.1117,-6.21076,-7.31983,-2.00419
24.1714,-6.3525,-7.01152,-2.57954
24.2311,-6.75953,-6.71104,-2.33252
24.294,-7.03117,-6.7087,-1.31382
24.3512,-6.46575,-7.35482,0.52047
24.4106,-5.73659,-7.71856,1.91978
24.4713,-5.44766,-7.64356,2.84061
24.5302,-5.40662,-7.39605,3.49814
24.5938,-5.3433,-7.43586,3.51102
24.6517,-5.60364,-7.15469,3.68506
24.7105,-5.97758,-7.20779,2.91315
24.7721,-5.76468,-7.3442,3.00025
24.8339,-5.52245,-7.25654,3.60768
24.892,-5.06688,-7.91971,2.7884
24.9499,-5.57478,-7.97765,1.20377
25.0103,-5.64208,-7.99693,0.62143
25.0717,-5.57029,-8.06593,-0.28742
25.1312,-5.72873,-7.92906,-0.69426
25.193,-5.92397,-7.6514,-1.59137
25.2517,-6.08053,-7.3787,-2.17987
25.3103,-6.34649,-7.22244,-1.93094
25.3712,-6.31809,-7.35886,-1.44886
25.4314,-6.09677,-7.66403,0.51227
25.493,-5.58871,-7.81528,1.96415
25.5513,-5.30195,-7.82578,2.61087
25.611,-5.20263,-7.60467,3.35735
25.6698,-5.30906,-7.49449,3.43753
25.7298,-5.51553,-7.41416,3.28317
25.7926,-5.73173,-7.50612,2.64114
25.8497,-5.63011,-7.46267,2.9632
25.9122,-5.65061,-7.19729,3.52703
25.9713,-5.46868,-7.33238,3.53553
26.0326,-5.88132,-7.46847,2.40881
26.0915,-6.1507,-7.54435,1.19237
26.1516,-5.89507,-7.82534,0.42677
26.2122,-5.8818,-7.84027,-0.32317
26.2715,-6.07532,-7.68245,-0.49053
26.3311,-6.19378,-7.46561,-1.43946
26.392,-6.4164,-7.30096,-1.30226
26.4511,-6.52032,-7.16817,-1.50759
26.5109,-6.41039,-7.40981,-0.41429
26.5699,-5.93809,-7.69488,1.30302
26.6321,-5.5555,-7.7779,2.19331
26.6933,-5.2119,-7.73773,3.02222
26.751,-5.18376,-7.59753,3.40241
26.8131,-5.1463,-7.61966,3.40977
26.8713,-5.39225,-7.62081,3.00286
26.9326,-5.5662,-7.57981,2.78101
26.992,-5.61019,-7.60238,2.62676
27.0494,-5.58045,-7.47037,3.0368
27.111,-5.03861,-7.9322,2.80406
27.1711,-5.19968,-8.22698,1.2042
27.2311,-5.21652,-8.24937,0.95181
27.2932,-5.26831,-8.2647,-0.33108
27.3511,-5.36187,-8.17914,-0.72249
27.4115,-5.54695,-8.01686,-1.06372
27.4702,-5.51168,-7.82641,-2.13043
27.5299,-5.85741,-7.65449,-1.80815
27.5928,-5.97584,-7.58865,-1.69459
27.651,-5.96069,-7.77415,-0.45021
27.7114,-5.7169,-7.88639,1.1367
27.7711,-5.59043,-7.76022,2.16704
27.8316,-5.53877,-7.543,2.93178
27.8937,-5.39029,-7.57232,3.12648
27.9509,-5.38927,-7.62097,3.00776
28.0121,-5.59856,-7.63093,2.5681
28.0708,-5.5308,-7.88036,1.86559
28.1308,-5.30565,-7.90459,2.35324
28.1932,-5.56581,-7.6093,2.70009
28.2519,-5.67733,-7.58464,2.53207
28.311,-5.4615,-7.75833,2.47998
28.3703,-5.58199,-7.74766,2.23275
28.4317,-5.64497,-7.74073,2.09416
28.4932,-5.66842,-7.66962,2.28386
28.5512,-5.62078,-7.67347,2.3864
28.6112,-5.55996,-7.61468,2.69697
28.6708,-5.58475,-7.47395,3.02008
28.7295,-5.5106,-7.39549,3.3332
28.7898,-5.56275,-6.9811,4.06083
28.8491,-5.61676,-6.43572,4.81703
28.9088,-5.75409,-6.22049,4.9362
