time,X_value,Y_value,Z_value
12.1378,-0.39745,7.69759,6.36877
12.1708,-0.3352,7.51323,5.77978
12.2048,0.35196,7.45338,5.28416
12.2392,0.7949,6.75664,5.73189
12.273,0.71589,6.45018,7.45577
12.3077,-0.3328,6.05991,8.67685
12.3409,1.14686,5.9402,7.69759
12.3777,1.76458,6.13892,7.12536
12.409,1.47248,6.0647,7.29296
12.443,1.35995,6.19638,6.34483
12.4799,2.2171,5.43022,8.09744
12.5128,2.53075,5.21952,8.46376
12.5469,2.45653,5.2674,7.95378
12.5808,2.61694,5.29135,7.4438
12.6174,3.39029,5.22431,7.64731
12.6488,3.48367,5.25783,7.86759
12.683,4.45575,4.78855,6.42863
12.719,5.56429,4.78616,4.57067
12.7529,5.62894,5.60979,5.87555
12.7868,5.14769,4.52518,4.95615
12.8214,4.08703,4.90347,3.47649
12.8572,4.35758,5.99526,2.98566
12.8889,6.04315,4.57785,2.95214
12.9231,5.17163,4.41025,2.82524
12.959,5.40867,4.45096,1.43417
12.9927,6.522,5.02798,4.10858
13.0285,4.28096,3.94098,0.73983
13.0615,4.66405,2.77736,0.48364
13.0978,1.22826,4.63532,-6.34004
13.1293,-0.17957,3.25143,-1.72388
13.1642,-3.57705,0.68716,0.4621
13.1981,-11.54998,0.0838,-9.96018
13.231,-2.66483,0.31126,-6.49806
13.2657,-3.74943,5.53077,-27.43839
13.3013,6.86439,11.43745,-28.72172
13.3373,-12.48854,16.99217,-14.75113
13.3687,3.69915,13.50371,-35.14556
13.4031,-4.02717,-3.13411,-10.63776
13.4374,13.07513,-3.17002,10.23553
13.4709,10.88198,4.21153,5.03037
13.5046,5.81569,2.46371,-4.31927
13.5389,20.26754,-1.39586,0.99123
13.5726,18.44549,-0.41182,6.0647
13.6066,7.7766,0.51956,6.6896
13.6421,2.30329,-2.15964,11.4566
13.6812,1.90105,0.00239,14.65057
13.7087,4.70236,0.7542,12.42629
13.7456,7.64731,2.69116,15.37603
13.7784,5.16206,2.09499,12.63219
13.8129,6.23709,2.8444,10.21398
13.8469,2.7582,2.60018,11.28182
13.8807,3.60099,2.56666,8.76783
13.9173,6.64172,3.28973,5.71274
13.9492,6.64172,3.75422,5.39909
13.983,6.19159,2.76539,6.51003
14.0187,6.05033,3.56508,5.83245
14.0529,7.03199,3.69437,5.21234
14.0866,7.39592,3.68,3.71113
14.1238,6.1054,3.65606,6.2299
14.1573,7.03677,3.07664,6.55074
14.1889,7.33127,4.07266,5.20515
14.2226,6.80692,3.71113,6.32807
14.2329,-0.64885,8.91628,4.82925
14.2651,0.64885,8.93783,1.77416
14.2986,0.66321,8.76544,2.27217
14.3354,-0.22267,8.29616,3.73507
14.3673,-0.40703,8.29137,2.86595
14.4007,0.24661,7.54436,2.60497
14.4354,0.52195,6.88833,2.5499
14.4689,-0.25379,6.41666,1.90824
14.5036,-1.62092,5.83485,0.95292
14.5363,-0.18675,5.17642,0.06225
14.5707,-0.01437,4.74785,0.22267
14.6043,0.17957,3.32804,-0.0431
14.6389,-0.31844,3.41424,-0.56265
14.6751,-0.28971,2.20752,0.12929
